transaction_id,mall_name,branch_name,transaction_date,tax_amount,transaction_amount,transaction_type,transaction_status,rag_text,year,month,week,weekday,hour,is_refund,is_failed
JO-2504-6535-27226,Y Mall,Y Mall Tla'a Al-Ali,2025-01-30 11:03:00,0.66,8.96,Sale,Completed,Transaction ID JO-2504-6535-27226 at Y Mall (Y Mall Tla'a Al-Ali) on 30/01/2025 11:03 was a Sale of 8.96 JOD with 0.66 JOD tax. Status: Completed.,2025,1,5,Thursday,11,False,False
JO-2504-6386-53990,Y Mall,Y Mall Shmeisani,2025-01-30 10:25:00,1.02,13.73,Sale,Completed,Transaction ID JO-2504-6386-53990 at Y Mall (Y Mall Shmeisani) on 30/01/2025 10:25 was a Sale of 13.73 JOD with 1.02 JOD tax. Status: Completed.,2025,1,5,Thursday,10,False,False
JO-2504-6753-75681,Y Mall,Y Mall Shmeisani,2025-01-30 10:11:00,0.48,6.55,Sale,Completed,Transaction ID JO-2504-6753-75681 at Y Mall (Y Mall Shmeisani) on 30/01/2025 10:11 was a Sale of 6.55 JOD with 0.48 JOD tax. Status: Completed.,2025,1,5,Thursday,10,False,False
JO-2504-6499-40548,Y Mall,Y Mall Tla'a Al-Ali,2025-01-29 20:02:00,1.54,20.88,Sale,Completed,Transaction ID JO-2504-6499-40548 at Y Mall (Y Mall Tla'a Al-Ali) on 29/01/2025 20:02 was a Sale of 20.88 JOD with 1.54 JOD tax. Status: Completed.,2025,1,5,Wednesday,20,False,False
JO-2504-5699-20398,Z Mall,Z Mall Al Jubeiha,2025-01-29 19:42:00,0.06,0.8,Sale,Completed,Transaction ID JO-2504-5699-20398 at Z Mall (Z Mall Al Jubeiha) on 29/01/2025 19:42 was a Sale of 0.8 JOD with 0.06 JOD tax. Status: Completed.,2025,1,5,Wednesday,19,False,False
JO-2504-9363-73549,C Mall,C Mall Amman,2025-01-29 18:04:00,0.36,4.77,Sale,Completed,Transaction ID JO-2504-9363-73549 at C Mall (C Mall Amman) on 29/01/2025 18:04 was a Sale of 4.77 JOD with 0.36 JOD tax. Status: Completed.,2025,1,5,Wednesday,18,False,False
JO-2504-4816-92630,Y Mall,Y Mall Tla'a Al-Ali,2025-01-29 17:57:00,0.66,8.96,Sale,Completed,Transaction ID JO-2504-4816-92630 at Y Mall (Y Mall Tla'a Al-Ali) on 29/01/2025 17:57 was a Sale of 8.96 JOD with 0.66 JOD tax. Status: Completed.,2025,1,5,Wednesday,17,False,False
JO-2504-8990-74358,C Mall,C Mall Aqaba,2025-01-29 17:56:00,0.66,8.96,Sale,Completed,Transaction ID JO-2504-8990-74358 at C Mall (C Mall Aqaba) on 29/01/2025 17:56 was a Sale of 8.96 JOD with 0.66 JOD tax. Status: Completed.,2025,1,5,Wednesday,17,False,False
JO-2504-2972-18466,Z Mall,Z Mall Gardens,2025-01-29 17:49:00,0.24,3.27,Sale,Completed,Transaction ID JO-2504-2972-18466 at Z Mall (Z Mall Gardens) on 29/01/2025 17:49 was a Sale of 3.27 JOD with 0.24 JOD tax. Status: Completed.,2025,1,5,Wednesday,17,False,False
JO-2504-8651-35685,Z Mall,Z Mall Gardens,2025-01-29 17:29:00,0.65,8.84,Sale,Completed,Transaction ID JO-2504-8651-35685 at Z Mall (Z Mall Gardens) on 29/01/2025 17:29 was a Sale of 8.84 JOD with 0.65 JOD tax. Status: Completed.,2025,1,5,Wednesday,17,False,False
JO-2504-7920-19503,Y Mall,Y Mall Tla'a Al-Ali,2025-01-29 17:20:00,1.32,17.91,Sale,Completed,Transaction ID JO-2504-7920-19503 at Y Mall (Y Mall Tla'a Al-Ali) on 29/01/2025 17:20 was a Sale of 17.91 JOD with 1.32 JOD tax. Status: Completed.,2025,1,5,Wednesday,17,False,False
JO-2504-2423-97397,C Mall,C Mall Irbid,2025-01-29 16:28:00,0.66,8.96,Sale,Completed,Transaction ID JO-2504-2423-97397 at C Mall (C Mall Irbid) on 29/01/2025 16:28 was a Sale of 8.96 JOD with 0.66 JOD tax. Status: Completed.,2025,1,5,Wednesday,16,False,False
JO-2504-3025-64667,Z Mall,Z Mall Gardens,2025-01-29 16:02:00,0.66,8.96,Sale,Completed,Transaction ID JO-2504-3025-64667 at Z Mall (Z Mall Gardens) on 29/01/2025 16:02 was a Sale of 8.96 JOD with 0.66 JOD tax. Status: Completed.,2025,1,5,Wednesday,16,False,False
JO-2504-6584-27280,C Mall,C Mall Aqaba,2025-01-29 15:43:00,0.72,9.75,Sale,Completed,Transaction ID JO-2504-6584-27280 at C Mall (C Mall Aqaba) on 29/01/2025 15:43 was a Sale of 9.75 JOD with 0.72 JOD tax. Status: Completed.,2025,1,5,Wednesday,15,False,False
JO-2504-2545-14532,C Mall,C Mall Irbid,2025-01-29 15:18:00,1.02,13.83,Sale,Completed,Transaction ID JO-2504-2545-14532 at C Mall (C Mall Irbid) on 29/01/2025 15:18 was a Sale of 13.83 JOD with 1.02 JOD tax. Status: Completed.,2025,1,5,Wednesday,15,False,False
JO-2504-1532-35314,Y Mall,Y Mall Shmeisani,2025-01-29 15:00:00,0.24,3.27,Sale,Completed,Transaction ID JO-2504-1532-35314 at Y Mall (Y Mall Shmeisani) on 29/01/2025 15:00 was a Sale of 3.27 JOD with 0.24 JOD tax. Status: Completed.,2025,1,5,Wednesday,15,False,False
JO-2504-1434-25501,Z Mall,Z Mall Gardens,2025-01-29 14:57:00,0.66,8.9,Sale,Completed,Transaction ID JO-2504-1434-25501 at Z Mall (Z Mall Gardens) on 29/01/2025 14:57 was a Sale of 8.9 JOD with 0.66 JOD tax. Status: Completed.,2025,1,5,Wednesday,14,False,False
JO-2504-7839-13909,Z Mall,Z Mall Al Bayader,2025-01-29 14:53:00,1.85,25.06,Sale,Completed,Transaction ID JO-2504-7839-13909 at Z Mall (Z Mall Al Bayader) on 29/01/2025 14:53 was a Sale of 25.06 JOD with 1.85 JOD tax. Status: Completed.,2025,1,5,Wednesday,14,False,False
JO-2504-7761-59392,Y Mall,Y Mall Shmeisani,2025-01-29 14:52:00,0.36,4.88,Sale,Completed,Transaction ID JO-2504-7761-59392 at Y Mall (Y Mall Shmeisani) on 29/01/2025 14:52 was a Sale of 4.88 JOD with 0.36 JOD tax. Status: Completed.,2025,1,5,Wednesday,14,False,False
JO-2504-4585-53723,Z Mall,Z Mall Gardens,2025-01-29 14:30:00,0.71,9.64,Sale,Completed,Transaction ID JO-2504-4585-53723 at Z Mall (Z Mall Gardens) on 29/01/2025 14:30 was a Sale of 9.64 JOD with 0.71 JOD tax. Status: Completed.,2025,1,5,Wednesday,14,False,False
JO-2504-9940-93584,Z Mall,Z Mall Gardens,2025-01-29 14:24:00,0.66,8.96,Sale,Completed,Transaction ID JO-2504-9940-93584 at Z Mall (Z Mall Gardens) on 29/01/2025 14:24 was a Sale of 8.96 JOD with 0.66 JOD tax. Status: Completed.,2025,1,5,Wednesday,14,False,False
JO-2504-8875-99032,C Mall,C Mall Irbid,2025-01-29 14:21:00,0.48,6.55,Sale,Completed,Transaction ID JO-2504-8875-99032 at C Mall (C Mall Irbid) on 29/01/2025 14:21 was a Sale of 6.55 JOD with 0.48 JOD tax. Status: Completed.,2025,1,5,Wednesday,14,False,False
JO-2504-4481-14975,C Mall,C Mall Aqaba,2025-01-29 14:20:00,0.24,3.27,Sale,Completed,Transaction ID JO-2504-4481-14975 at C Mall (C Mall Aqaba) on 29/01/2025 14:20 was a Sale of 3.27 JOD with 0.24 JOD tax. Status: Completed.,2025,1,5,Wednesday,14,False,False
JO-2504-1545-71529,C Mall,C Mall Amman,2025-01-29 14:19:00,0.39,5.31,Sale,Completed,Transaction ID JO-2504-1545-71529 at C Mall (C Mall Amman) on 29/01/2025 14:19 was a Sale of 5.31 JOD with 0.39 JOD tax. Status: Completed.,2025,1,5,Wednesday,14,False,False
JO-2504-4895-66344,C Mall,C Mall Aqaba,2025-01-29 14:12:00,1.32,17.91,Sale,Completed,Transaction ID JO-2504-4895-66344 at C Mall (C Mall Aqaba) on 29/01/2025 14:12 was a Sale of 17.91 JOD with 1.32 JOD tax. Status: Completed.,2025,1,5,Wednesday,14,False,False
JO-2504-5857-91327,Y Mall,Y Mall Tla'a Al-Ali,2025-01-29 14:04:00,0.24,3.27,Sale,Completed,Transaction ID JO-2504-5857-91327 at Y Mall (Y Mall Tla'a Al-Ali) on 29/01/2025 14:04 was a Sale of 3.27 JOD with 0.24 JOD tax. Status: Completed.,2025,1,5,Wednesday,14,False,False
JO-2504-6600-56644,C Mall,C Mall Aqaba,2025-01-29 14:01:00,0.24,3.27,Sale,Completed,Transaction ID JO-2504-6600-56644 at C Mall (C Mall Aqaba) on 29/01/2025 14:01 was a Sale of 3.27 JOD with 0.24 JOD tax. Status: Completed.,2025,1,5,Wednesday,14,False,False
JO-2504-9434-33092,C Mall,C Mall Irbid,2025-01-29 13:32:00,0.66,8.96,Sale,Completed,Transaction ID JO-2504-9434-33092 at C Mall (C Mall Irbid) on 29/01/2025 13:32 was a Sale of 8.96 JOD with 0.66 JOD tax. Status: Completed.,2025,1,5,Wednesday,13,False,False
JO-2504-6851-53968,C Mall,C Mall Aqaba,2025-01-29 13:23:00,0.24,3.27,Sale,Completed,Transaction ID JO-2504-6851-53968 at C Mall (C Mall Aqaba) on 29/01/2025 13:23 was a Sale of 3.27 JOD with 0.24 JOD tax. Status: Completed.,2025,1,5,Wednesday,13,False,False
JO-2504-4564-55948,C Mall,C Mall Amman,2025-01-29 13:07:00,0.24,3.27,Sale,Completed,Transaction ID JO-2504-4564-55948 at C Mall (C Mall Amman) on 29/01/2025 13:07 was a Sale of 3.27 JOD with 0.24 JOD tax. Status: Completed.,2025,1,5,Wednesday,13,False,False
JO-2504-9789-90451,Z Mall,Z Mall Al Bayader,2025-01-29 12:48:00,0.24,3.27,Sale,Completed,Transaction ID JO-2504-9789-90451 at Z Mall (Z Mall Al Bayader) on 29/01/2025 12:48 was a Sale of 3.27 JOD with 0.24 JOD tax. Status: Completed.,2025,1,5,Wednesday,12,False,False
JO-2504-9158-88909,C Mall,C Mall Amman,2025-01-29 12:46:00,0.66,8.96,Sale,Completed,Transaction ID JO-2504-9158-88909 at C Mall (C Mall Amman) on 29/01/2025 12:46 was a Sale of 8.96 JOD with 0.66 JOD tax. Status: Completed.,2025,1,5,Wednesday,12,False,False
JO-2504-7877-93600,Y Mall,Y Mall Shmeisani,2025-01-29 12:33:00,0.28,3.8,Sale,Completed,Transaction ID JO-2504-7877-93600 at Y Mall (Y Mall Shmeisani) on 29/01/2025 12:33 was a Sale of 3.8 JOD with 0.28 JOD tax. Status: Completed.,2025,1,5,Wednesday,12,False,False
JO-2504-9257-34257,C Mall,C Mall Aqaba,2025-01-29 11:44:00,0.76,10.21,Sale,Completed,Transaction ID JO-2504-9257-34257 at C Mall (C Mall Aqaba) on 29/01/2025 11:44 was a Sale of 10.21 JOD with 0.76 JOD tax. Status: Completed.,2025,1,5,Wednesday,11,False,False
JO-2504-6307-65138,Y Mall,Y Mall Shmeisani,2025-01-29 11:43:00,0.75,10.01,Sale,Completed,Transaction ID JO-2504-6307-65138 at Y Mall (Y Mall Shmeisani) on 29/01/2025 11:43 was a Sale of 10.01 JOD with 0.75 JOD tax. Status: Completed.,2025,1,5,Wednesday,11,False,False
JO-2504-2201-54513,Y Mall,Y Mall Dabouq,2025-01-29 11:42:00,0.66,8.96,Sale,Completed,Transaction ID JO-2504-2201-54513 at Y Mall (Y Mall Dabouq) on 29/01/2025 11:42 was a Sale of 8.96 JOD with 0.66 JOD tax. Status: Completed.,2025,1,5,Wednesday,11,False,False
JO-2504-8461-45947,Z Mall,Z Mall Al Bayader,2025-01-29 10:40:00,0.48,6.55,Sale,Completed,Transaction ID JO-2504-8461-45947 at Z Mall (Z Mall Al Bayader) on 29/01/2025 10:40 was a Sale of 6.55 JOD with 0.48 JOD tax. Status: Completed.,2025,1,5,Wednesday,10,False,False
JO-2504-2719-31682,C Mall,C Mall Aqaba,2025-01-29 10:23:00,1.32,17.91,Sale,Completed,Transaction ID JO-2504-2719-31682 at C Mall (C Mall Aqaba) on 29/01/2025 10:23 was a Sale of 17.91 JOD with 1.32 JOD tax. Status: Completed.,2025,1,5,Wednesday,10,False,False
JO-2504-3202-80631,Z Mall,Z Mall Al Jubeiha,2025-01-29 10:05:00,0.66,8.96,Sale,Completed,Transaction ID JO-2504-3202-80631 at Z Mall (Z Mall Al Jubeiha) on 29/01/2025 10:05 was a Sale of 8.96 JOD with 0.66 JOD tax. Status: Completed.,2025,1,5,Wednesday,10,False,False
JO-2504-2880-41101,C Mall,C Mall Aqaba,2025-01-28 20:03:00,1.09,14.85,Sale,Completed,Transaction ID JO-2504-2880-41101 at C Mall (C Mall Aqaba) on 28/01/2025 20:03 was a Sale of 14.85 JOD with 1.09 JOD tax. Status: Completed.,2025,1,5,Tuesday,20,False,False
JO-2504-8071-40788,C Mall,C Mall Aqaba,2025-01-28 19:19:00,0.41,5.45,Sale,Completed,Transaction ID JO-2504-8071-40788 at C Mall (C Mall Aqaba) on 28/01/2025 19:19 was a Sale of 5.45 JOD with 0.41 JOD tax. Status: Completed.,2025,1,5,Tuesday,19,False,False
JO-2504-6004-52669,Z Mall,Z Mall Al Bayader,2025-01-28 17:53:00,0.66,8.96,Sale,Completed,Transaction ID JO-2504-6004-52669 at Z Mall (Z Mall Al Bayader) on 28/01/2025 17:53 was a Sale of 8.96 JOD with 0.66 JOD tax. Status: Completed.,2025,1,5,Tuesday,17,False,False
JO-2504-9321-33341,Y Mall,Y Mall Dabouq,2025-01-28 17:43:00,0.66,8.96,Sale,Completed,Transaction ID JO-2504-9321-33341 at Y Mall (Y Mall Dabouq) on 28/01/2025 17:43 was a Sale of 8.96 JOD with 0.66 JOD tax. Status: Completed.,2025,1,5,Tuesday,17,False,False
JO-2504-5219-30172,C Mall,C Mall Aqaba,2025-01-28 17:33:00,0.66,8.96,Sale,Completed,Transaction ID JO-2504-5219-30172 at C Mall (C Mall Aqaba) on 28/01/2025 17:33 was a Sale of 8.96 JOD with 0.66 JOD tax. Status: Completed.,2025,1,5,Tuesday,17,False,False
JO-2504-5433-87115,Y Mall,Y Mall Tla'a Al-Ali,2025-01-28 16:58:00,1.32,17.91,Sale,Completed,Transaction ID JO-2504-5433-87115 at Y Mall (Y Mall Tla'a Al-Ali) on 28/01/2025 16:58 was a Sale of 17.91 JOD with 1.32 JOD tax. Status: Completed.,2025,1,5,Tuesday,16,False,False
JO-2504-8225-69362,Z Mall,Z Mall Al Bayader,2025-01-28 16:44:00,0.24,3.27,Sale,Completed,Transaction ID JO-2504-8225-69362 at Z Mall (Z Mall Al Bayader) on 28/01/2025 16:44 was a Sale of 3.27 JOD with 0.24 JOD tax. Status: Completed.,2025,1,5,Tuesday,16,False,False
JO-2504-4777-32272,Z Mall,Z Mall Gardens,2025-01-28 16:30:00,0.05,0.68,Sale,Completed,Transaction ID JO-2504-4777-32272 at Z Mall (Z Mall Gardens) on 28/01/2025 16:30 was a Sale of 0.68 JOD with 0.05 JOD tax. Status: Completed.,2025,1,5,Tuesday,16,False,False
JO-2504-2013-26102,C Mall,C Mall Amman,2025-01-28 16:23:00,0.66,8.96,Sale,Completed,Transaction ID JO-2504-2013-26102 at C Mall (C Mall Amman) on 28/01/2025 16:23 was a Sale of 8.96 JOD with 0.66 JOD tax. Status: Completed.,2025,1,5,Tuesday,16,False,False
JO-2504-5082-11180,Y Mall,Y Mall Dabouq,2025-01-28 16:23:00,0.33,4.43,Sale,Completed,Transaction ID JO-2504-5082-11180 at Y Mall (Y Mall Dabouq) on 28/01/2025 16:23 was a Sale of 4.43 JOD with 0.33 JOD tax. Status: Completed.,2025,1,5,Tuesday,16,False,False
JO-2504-5125-21082,C Mall,C Mall Amman,2025-01-28 15:50:00,1.35,18.2,Sale,Completed,Transaction ID JO-2504-5125-21082 at C Mall (C Mall Amman) on 28/01/2025 15:50 was a Sale of 18.2 JOD with 1.35 JOD tax. Status: Completed.,2025,1,5,Tuesday,15,False,False
JO-2504-5538-47675,Z Mall,Z Mall Al Bayader,2025-01-28 15:27:00,1.32,17.91,Sale,Completed,Transaction ID JO-2504-5538-47675 at Z Mall (Z Mall Al Bayader) on 28/01/2025 15:27 was a Sale of 17.91 JOD with 1.32 JOD tax. Status: Completed.,2025,1,5,Tuesday,15,False,False
JO-2504-2142-65835,Y Mall,Y Mall Tla'a Al-Ali,2025-01-28 15:23:00,0.28,3.8,Sale,Completed,Transaction ID JO-2504-2142-65835 at Y Mall (Y Mall Tla'a Al-Ali) on 28/01/2025 15:23 was a Sale of 3.8 JOD with 0.28 JOD tax. Status: Completed.,2025,1,5,Tuesday,15,False,False
JO-2504-1476-92302,Y Mall,Y Mall Tla'a Al-Ali,2025-01-28 15:23:00,0.48,6.55,Sale,Completed,Transaction ID JO-2504-1476-92302 at Y Mall (Y Mall Tla'a Al-Ali) on 28/01/2025 15:23 was a Sale of 6.55 JOD with 0.48 JOD tax. Status: Completed.,2025,1,5,Tuesday,15,False,False
JO-2504-8604-64644,Y Mall,Y Mall Tla'a Al-Ali,2025-01-28 15:22:00,0.48,6.55,Sale,Completed,Transaction ID JO-2504-8604-64644 at Y Mall (Y Mall Tla'a Al-Ali) on 28/01/2025 15:22 was a Sale of 6.55 JOD with 0.48 JOD tax. Status: Completed.,2025,1,5,Tuesday,15,False,False
JO-2504-5297-50679,C Mall,C Mall Aqaba,2025-01-28 15:22:00,1.07,14.46,Sale,Completed,Transaction ID JO-2504-5297-50679 at C Mall (C Mall Aqaba) on 28/01/2025 15:22 was a Sale of 14.46 JOD with 1.07 JOD tax. Status: Completed.,2025,1,5,Tuesday,15,False,False
JO-2504-5772-11523,Y Mall,Y Mall Dabouq,2025-01-28 15:05:00,0.48,6.55,Sale,Completed,Transaction ID JO-2504-5772-11523 at Y Mall (Y Mall Dabouq) on 28/01/2025 15:05 was a Sale of 6.55 JOD with 0.48 JOD tax. Status: Completed.,2025,1,5,Tuesday,15,False,False
JO-2504-1269-83413,Y Mall,Y Mall Tla'a Al-Ali,2025-01-28 15:00:00,1.32,17.91,Sale,Completed,Transaction ID JO-2504-1269-83413 at Y Mall (Y Mall Tla'a Al-Ali) on 28/01/2025 15:00 was a Sale of 17.91 JOD with 1.32 JOD tax. Status: Completed.,2025,1,5,Tuesday,15,False,False
JO-2504-4818-63024,C Mall,C Mall Aqaba,2025-01-28 14:59:00,1.32,17.91,Sale,Completed,Transaction ID JO-2504-4818-63024 at C Mall (C Mall Aqaba) on 28/01/2025 14:59 was a Sale of 17.91 JOD with 1.32 JOD tax. Status: Completed.,2025,1,5,Tuesday,14,False,False
JO-2504-5300-82163,C Mall,C Mall Irbid,2025-01-28 14:39:00,0.65,8.84,Sale,Completed,Transaction ID JO-2504-5300-82163 at C Mall (C Mall Irbid) on 28/01/2025 14:39 was a Sale of 8.84 JOD with 0.65 JOD tax. Status: Completed.,2025,1,5,Tuesday,14,False,False
JO-2504-3102-44005,Z Mall,Z Mall Al Bayader,2025-01-28 14:12:00,0.98,13.21,Sale,Completed,Transaction ID JO-2504-3102-44005 at Z Mall (Z Mall Al Bayader) on 28/01/2025 14:12 was a Sale of 13.21 JOD with 0.98 JOD tax. Status: Completed.,2025,1,5,Tuesday,14,False,False
JO-2504-3103-46441,Z Mall,Z Mall Al Jubeiha,2025-01-28 14:11:00,1.76,23.81,Sale,Completed,Transaction ID JO-2504-3103-46441 at Z Mall (Z Mall Al Jubeiha) on 28/01/2025 14:11 was a Sale of 23.81 JOD with 1.76 JOD tax. Status: Completed.,2025,1,5,Tuesday,14,False,False
JO-2504-5405-91348,Z Mall,Z Mall Al Bayader,2025-01-28 13:54:00,0.66,8.96,Sale,Completed,Transaction ID JO-2504-5405-91348 at Z Mall (Z Mall Al Bayader) on 28/01/2025 13:54 was a Sale of 8.96 JOD with 0.66 JOD tax. Status: Completed.,2025,1,5,Tuesday,13,False,False
JO-2504-1882-45781,Y Mall,Y Mall Tla'a Al-Ali,2025-01-28 13:43:00,0.48,6.55,Sale,Completed,Transaction ID JO-2504-1882-45781 at Y Mall (Y Mall Tla'a Al-Ali) on 28/01/2025 13:43 was a Sale of 6.55 JOD with 0.48 JOD tax. Status: Completed.,2025,1,5,Tuesday,13,False,False
JO-2504-9945-61132,C Mall,C Mall Irbid,2025-01-28 13:43:00,0.66,8.96,Sale,Completed,Transaction ID JO-2504-9945-61132 at C Mall (C Mall Irbid) on 28/01/2025 13:43 was a Sale of 8.96 JOD with 0.66 JOD tax. Status: Completed.,2025,1,5,Tuesday,13,False,False
JO-2504-4569-30927,Y Mall,Y Mall Tla'a Al-Ali,2025-01-28 13:42:00,0.66,8.96,Sale,Completed,Transaction ID JO-2504-4569-30927 at Y Mall (Y Mall Tla'a Al-Ali) on 28/01/2025 13:42 was a Sale of 8.96 JOD with 0.66 JOD tax. Status: Completed.,2025,1,5,Tuesday,13,False,False
JO-2504-1553-23809,Z Mall,Z Mall Al Jubeiha,2025-01-28 13:23:00,0.28,3.8,Sale,Completed,Transaction ID JO-2504-1553-23809 at Z Mall (Z Mall Al Jubeiha) on 28/01/2025 13:23 was a Sale of 3.8 JOD with 0.28 JOD tax. Status: Completed.,2025,1,5,Tuesday,13,False,False
JO-2504-2192-25137,C Mall,C Mall Amman,2025-01-28 13:21:00,0.98,13.23,Sale,Completed,Transaction ID JO-2504-2192-25137 at C Mall (C Mall Amman) on 28/01/2025 13:21 was a Sale of 13.23 JOD with 0.98 JOD tax. Status: Completed.,2025,1,5,Tuesday,13,False,False
JO-2504-5664-81566,Z Mall,Z Mall Al Bayader,2025-01-28 13:14:00,0.66,8.96,Sale,Completed,Transaction ID JO-2504-5664-81566 at Z Mall (Z Mall Al Bayader) on 28/01/2025 13:14 was a Sale of 8.96 JOD with 0.66 JOD tax. Status: Completed.,2025,1,5,Tuesday,13,False,False
JO-2504-7133-97246,Y Mall,Y Mall Tla'a Al-Ali,2025-01-28 13:09:00,0.66,8.96,Sale,Completed,Transaction ID JO-2504-7133-97246 at Y Mall (Y Mall Tla'a Al-Ali) on 28/01/2025 13:09 was a Sale of 8.96 JOD with 0.66 JOD tax. Status: Completed.,2025,1,5,Tuesday,13,False,False
JO-2504-3256-33425,C Mall,C Mall Aqaba,2025-01-28 13:07:00,0.24,3.27,Sale,Completed,Transaction ID JO-2504-3256-33425 at C Mall (C Mall Aqaba) on 28/01/2025 13:07 was a Sale of 3.27 JOD with 0.24 JOD tax. Status: Completed.,2025,1,5,Tuesday,13,False,False
JO-2504-5522-29597,Y Mall,Y Mall Dabouq,2025-01-28 13:05:00,0.24,3.27,Sale,Completed,Transaction ID JO-2504-5522-29597 at Y Mall (Y Mall Dabouq) on 28/01/2025 13:05 was a Sale of 3.27 JOD with 0.24 JOD tax. Status: Completed.,2025,1,5,Tuesday,13,False,False
JO-2504-5828-40092,Z Mall,Z Mall Al Bayader,2025-01-28 12:49:00,0.42,5.67,Sale,Completed,Transaction ID JO-2504-5828-40092 at Z Mall (Z Mall Al Bayader) on 28/01/2025 12:49 was a Sale of 5.67 JOD with 0.42 JOD tax. Status: Completed.,2025,1,5,Tuesday,12,False,False
JO-2504-8787-55156,C Mall,C Mall Irbid,2025-01-28 12:48:00,1.69,22.74,Sale,Completed,Transaction ID JO-2504-8787-55156 at C Mall (C Mall Irbid) on 28/01/2025 12:48 was a Sale of 22.74 JOD with 1.69 JOD tax. Status: Completed.,2025,1,5,Tuesday,12,False,False
JO-2504-4997-39899,C Mall,C Mall Aqaba,2025-01-28 12:41:00,0.24,3.27,Sale,Completed,Transaction ID JO-2504-4997-39899 at C Mall (C Mall Aqaba) on 28/01/2025 12:41 was a Sale of 3.27 JOD with 0.24 JOD tax. Status: Completed.,2025,1,5,Tuesday,12,False,False
JO-2504-8582-49925,Y Mall,Y Mall Dabouq,2025-01-28 12:35:00,0.24,3.27,Sale,Completed,Transaction ID JO-2504-8582-49925 at Y Mall (Y Mall Dabouq) on 28/01/2025 12:35 was a Sale of 3.27 JOD with 0.24 JOD tax. Status: Completed.,2025,1,5,Tuesday,12,False,False
JO-2504-4831-86985,Z Mall,Z Mall Gardens,2025-01-28 12:30:00,0.24,3.27,Sale,Completed,Transaction ID JO-2504-4831-86985 at Z Mall (Z Mall Gardens) on 28/01/2025 12:30 was a Sale of 3.27 JOD with 0.24 JOD tax. Status: Completed.,2025,1,5,Tuesday,12,False,False
JO-2504-8999-52991,Z Mall,Z Mall Al Jubeiha,2025-01-28 12:25:00,0.24,3.27,Sale,Completed,Transaction ID JO-2504-8999-52991 at Z Mall (Z Mall Al Jubeiha) on 28/01/2025 12:25 was a Sale of 3.27 JOD with 0.24 JOD tax. Status: Completed.,2025,1,5,Tuesday,12,False,False
JO-2504-8113-69699,C Mall,C Mall Amman,2025-01-28 12:23:00,0.24,3.27,Sale,Completed,Transaction ID JO-2504-8113-69699 at C Mall (C Mall Amman) on 28/01/2025 12:23 was a Sale of 3.27 JOD with 0.24 JOD tax. Status: Completed.,2025,1,5,Tuesday,12,False,False
JO-2504-8066-67753,C Mall,C Mall Aqaba,2025-01-28 11:43:00,0.24,3.27,Sale,Completed,Transaction ID JO-2504-8066-67753 at C Mall (C Mall Aqaba) on 28/01/2025 11:43 was a Sale of 3.27 JOD with 0.24 JOD tax. Status: Completed.,2025,1,5,Tuesday,11,False,False
JO-2504-8902-97348,Y Mall,Y Mall Dabouq,2025-01-28 11:42:00,0.72,9.75,Sale,Completed,Transaction ID JO-2504-8902-97348 at Y Mall (Y Mall Dabouq) on 28/01/2025 11:42 was a Sale of 9.75 JOD with 0.72 JOD tax. Status: Completed.,2025,1,5,Tuesday,11,False,False
JO-2504-9772-96593,Y Mall,Y Mall Shmeisani,2025-01-28 10:00:00,1.07,14.41,Sale,Completed,Transaction ID JO-2504-9772-96593 at Y Mall (Y Mall Shmeisani) on 28/01/2025 10:00 was a Sale of 14.41 JOD with 1.07 JOD tax. Status: Completed.,2025,1,5,Tuesday,10,False,False
JO-2504-2728-56638,C Mall,C Mall Irbid,2025-01-28 09:42:00,0.36,4.88,Sale,Completed,Transaction ID JO-2504-2728-56638 at C Mall (C Mall Irbid) on 28/01/2025 9:42 was a Sale of 4.88 JOD with 0.36 JOD tax. Status: Completed.,2025,1,5,Tuesday,9,False,False
JO-2504-2171-71027,Y Mall,Y Mall Tla'a Al-Ali,2025-01-27 18:44:00,0.75,10.01,Sale,Completed,Transaction ID JO-2504-2171-71027 at Y Mall (Y Mall Tla'a Al-Ali) on 27/01/2025 18:44 was a Sale of 10.01 JOD with 0.75 JOD tax. Status: Completed.,2025,1,5,Monday,18,False,False
JO-2504-3032-34096,Y Mall,Y Mall Shmeisani,2025-01-27 18:32:00,0.75,10.01,Sale,Completed,Transaction ID JO-2504-3032-34096 at Y Mall (Y Mall Shmeisani) on 27/01/2025 18:32 was a Sale of 10.01 JOD with 0.75 JOD tax. Status: Completed.,2025,1,5,Monday,18,False,False
JO-2504-6220-25384,Y Mall,Y Mall Dabouq,2025-01-27 17:58:00,0.78,10.51,Sale,Completed,Transaction ID JO-2504-6220-25384 at Y Mall (Y Mall Dabouq) on 27/01/2025 17:58 was a Sale of 10.51 JOD with 0.78 JOD tax. Status: Completed.,2025,1,5,Monday,17,False,False
JO-2504-1186-51237,C Mall,C Mall Irbid,2025-01-27 17:57:00,0.5,6.8,Sale,Completed,Transaction ID JO-2504-1186-51237 at C Mall (C Mall Irbid) on 27/01/2025 17:57 was a Sale of 6.8 JOD with 0.5 JOD tax. Status: Completed.,2025,1,5,Monday,17,False,False
